732,194.373365,3.358411,
741,182.399063,3.679228,
742,182.399063,3.679228,
743,182.399063,3.679228,
744,181.512670,0.801253,
745,182.399063,3.679228,
747,181.450665,2.519042,
749,178.363480,2.236314,
754,195.023218,1.652473,
759,194.445863,0.471670,
761,197.198502,2.510879,
774,194.614033,4.427039,
775,194.653272,3.460740,
776,194.947296,2.491056,
778,197.868643,1.521866,
779,199.017849,3.829243,
790,191.169324,1.561133,
792,193.728653,0.411404,
794,195.606758,2.067831,
797,199.358222,2.265629,
803,196.410488,2.781631,
804,196.150534,4.419638,
805,195.378718,3.202236,
806,196.881432,2.029804,
807,193.667832,3.435553,
818,191.121721,0.351711,
819,188.504837,4.396284,
825,171.511701,1.735930,
826,169.863354,3.019360,
828,169.821442,3.276750,
830,170.023787,0.997219,
835,193.040939,1.236720,
837,190.346999,2.239517,
850,175.854077,2.030342,
851,177.219022,1.335716,
851,140.980441,2.423659,
852,170.610202,2.505691,
853,167.879370,2.109075,
853,195.574416,4.169739,
856,191.453740,1.806196,
857,152.499680,0.045208,
859,195.061351,4.539856,
860,193.728376,4.286845,
862,196.904221,2.425974,
867,187.008526,0.382253,
868,194.080031,1.023669,
869,188.861372,3.564101,
870,191.174802,3.259699,
872,191.185272,0.802041,
885,155.419394,3.498453,
886,194.108874,4.538548,
887,193.235557,4.813149,
888,157.704769,2.559108,
889,160.146180,2.847060,
890,195.117315,4.700153,
894,162.708994,4.355822,
896,197.217445,0.057743,
898,160.399666,4.716113,
900,167.466411,3.561995,
920,155.329181,2.924713,
921,144.256201,1.811694,
922,144.359921,0.063959,
923,143.083909,4.374225,
1619,181.139488,2.643935,
1620,191.735314,1.567907,
1621,191.136953,0.783617,
1622,188.843174,3.421656,
1645,199.754380,1.779216,
1650,199.034773,0.088723,
1679,198.434948,4.572698,
1700,196.831725,3.566642,
1701,196.831725,3.566642,
1702,196.857868,3.717788,
1703,198.773704,0.584419,
1704,195.019404,2.392915,
1714,194.947183,3.160783,
1715,192.051583,0.488594,
1717,192.840623,4.947240,
1718,192.840623,4.947240,
1719,192.840623,4.947240,
1721,190.826253,2.779152,
1738,186.840528,2.620852,
1745,181.703663,2.851323,
1752,167.792232,2.580045,
1753,167.658460,0.521741,
1755,165.761067,2.749221,
1756,165.645070,0.817682,
1767,199.556350,1.714210,
1778,140.962058,0.132157,
1792,190.600860,0.659832,
1806,193.476607,4.131277,
1808,190.297457,0.919092,
1809,190.227852,0.649129,
1811,188.560851,0.406643,
1812,186.871224,0.310534,
1818,199.340665,0.972257,
1819,199.584088,2.719491,
1821,198.797264,4.040735,
1822,197.534423,2.692800,
1827,189.863491,1.940734,
1828,188.340019,3.505586,
