108,162.758171,0,163.044061,6.900675,1031.494202,0,inf,8,
111,156.680287,0,157.243342,8.791073,1023.454411,0,3.734303,8,
112,157.649155,0,158.068995,7.168090,1015.466229,0,0.618372,8,
113,160.898283,0,161.309992,7.258420,1000.192513,0,2.060987,8,
114,159.007250,0,159.687456,10.007877,1000.408812,0,1.175297,8,
115,156.851696,0,158.057566,15.846858,1001.117673,0,1.355633,8,
116,155.675007,0,156.329059,10.488012,998.385654,0,0.750193,8,
117,155.548842,0,156.329059,11.981897,998.427534,0,0.081043,8,
118,160.777287,0,161.237581,11.585235,977.684253,0,3.361288,8,
119,157.814970,0,158.429852,10.776456,980.558118,0,1.842498,8,
120,157.511064,157,157.920449,12.918966,975.279729,0,0.192571,8,
121,159.782904,157,160.324670,11.266468,967.907217,0,1.442337,8,
122,159.151155,157,159.603894,6.955632,963.422704,0,0.395380,8,
123,158.594364,158,159.596693,14.584698,964.555137,0,0.349851,8,
124,156.932068,158,158.319994,1.609357,964.012768,0,1.048143,7,
125,159.345076,158,160.302908,8.007261,951.805942,0,1.537613,7,
126,165.076432,158,165.714981,12.201005,930.702697,0,3.596821,7,
127,161.509017,158,162.505705,7.177755,930.531043,0,2.161069,7,
128,161.217445,158,162.505705,2.851846,930.633083,0,0.180530,7,
129,160.853195,158,160.941613,2.930123,930.760670,0,0.225937,7,
130,161.360647,159,161.699829,7.222568,924.570926,0,0.315475,7,
131,160.454340,160,161.301328,17.120318,921.585939,0,0.561666,7,
132,155.278985,160,156.240613,19.714367,931.411760,0,3.225438,7,
133,155.143962,159,156.156897,23.871680,930.835809,0,0.086955,7,
134,156.465840,159,157.657124,7.336305,926.201568,0,0.852034,7,
135,156.465840,159,157.657124,7.336305,926.201568,0,0.000000,7,
136,160.509583,159,160.811682,8.609581,912.933992,0,2.584425,7,
137,160.705023,159,160.750808,2.170799,911.879522,0,0.121762,7,
138,159.568158,159,160.695794,15.254158,910.674303,0,0.707423,7,
139,157.890249,159,159.138500,12.615364,911.091527,0,1.051531,7,
140,162.364260,159,163.725402,8.217435,898.277243,0,2.833620,7,
141,157.614429,159,159.129319,2.975445,910.844090,0,2.925416,7,
142,162.084907,159,162.190357,10.365845,898.326691,0,2.836338,7,
143,162.067986,160,162.190357,16.113146,898.332812,0,0.010440,7,
144,162.093806,160,162.187767,18.830371,898.228021,0,0.015932,7,
145,151.258071,160,151.250950,21.819143,924.383905,0,6.684855,7,
146,155.918403,160,155.978463,8.244741,911.441674,0,3.081047,7,
147,157.520051,160,157.534940,0.970948,910.861038,1,1.027235,7,
148,158.801835,160,160.247551,7.717852,907.603042,0,0.813727,7,
149,162.237448,160,163.694434,5.772405,898.304419,0,2.163459,7,
150,157.405577,160,157.547434,6.565361,911.862469,0,2.978271,7,
151,158.615562,160,159.117651,17.888468,902.065583,0,0.768705,7,
152,160.730192,160,161.394942,23.919079,896.491149,0,1.333180,7,
153,163.296947,160,163.653781,10.892811,889.779886,0,1.596933,7,
154,161.884855,160,162.137626,6.883700,890.685551,0,0.864739,7,
155,162.083288,160,162.137626,1.259935,890.613132,0,0.122577,7,
156,161.258807,160,162.139953,14.365808,890.651248,0,0.508677,7,
157,157.443406,160,158.341810,12.568048,898.396487,0,2.366011,7,
158,155.053091,160,156.552968,29.226806,901.864500,0,1.518205,7,
159,155.967036,160,156.170320,32.472094,900.181123,0,0.589440,7,
160,156.303746,160,157.678779,24.148082,900.290341,0,0.215885,7,
161,157.118782,160,157.673248,9.001423,900.464643,0,0.521444,7,
162,154.106765,160,154.362891,26.480493,901.656038,0,1.917032,6,
163,156.125832,160,157.013767,12.420969,897.457453,0,1.310174,6,
164,155.396047,160,156.017667,26.363061,885.591871,0,0.467434,6,
165,154.782651,160,156.375939,19.549217,888.092193,0,0.394731,6,
166,166.329970,160,166.591237,22.668004,873.594988,0,7.460344,6,
167,163.950773,160,165.627461,20.108037,877.609627,0,1.430408,6,
168,165.028882,160,165.627461,6.916511,877.213304,0,0.657581,6,
169,165.504627,160,165.627461,1.672571,877.038781,0,0.288280,6,
170,161.788094,160,162.306780,6.458499,889.612964,0,2.245576,6,
171,156.077303,160,156.336370,4.298415,890.091230,0,3.529797,6,
172,154.806750,156,154.973561,11.141752,892.189031,0,0.814053,6,
173,160.756500,160,160.884326,24.069186,877.801379,0,3.843340,6,
174,152.928393,160,153.372029,19.365640,914.009854,0,4.869543,6,
175,146.486076,160,147.750817,12.524217,920.276976,0,4.212636,6,
176,159.532694,160,159.746737,16.603928,906.860685,0,8.906388,6,
177,150.136858,160,150.464530,5.332746,907.253488,0,5.889599,6,
178,157.762167,160,158.572670,9.317649,913.115530,0,5.078905,6,
179,159.068833,160,159.797874,30.914221,908.847410,0,0.828251,6,
180,156.866033,160,157.791635,33.546759,908.443660,0,1.384809,6,
