65,167.819663,0,170.512486,33.249493,1326.768138,0,16681.966281,5,
66,156.176847,0,158.077918,3.862203,1333.611795,0,6.937695,5,
67,178.171032,0,178.852205,11.716813,1324.315762,0,14.082872,5,
68,165.066553,0,166.483846,2.944175,1330.759758,0,7.355000,5,
69,176.250831,0,178.013525,1.524962,1338.367083,0,6.775618,5,
70,156.317198,0,157.556232,20.703749,1326.519617,0,11.309810,5,
71,169.964439,0,171.113899,21.540648,1332.020057,0,8.730480,5,
72,172.359563,0,171.704940,25.756806,1337.935831,0,1.409191,5,
73,178.223249,0,180.371709,20.843279,1302.550032,0,3.402008,5,
74,177.787693,0,178.329470,15.225938,1302.653363,0,0.244388,5,
75,176.949521,172,178.329470,3.938885,1302.852597,0,0.471445,5,
76,180.559947,172,181.939745,5.841043,1294.675406,0,2.040371,5,
77,179.907482,172,179.907482,3.575675,1294.830012,0,0.361357,5,
78,178.340037,171,179.873985,3.140169,1291.331478,0,0.871250,5,
79,176.061299,172,177.850170,0.357420,1291.338005,1,1.277749,5,
80,173.237710,173,173.733395,11.957139,1293.649857,0,1.603754,5,
81,170.846862,173,171.703797,17.406700,1293.685948,0,1.380097,5,
82,178.861436,173,180.079715,10.972529,1282.456284,0,4.691087,5,
83,170.463795,173,171.909558,7.768162,1284.500089,0,4.695054,5,
84,170.463795,172,171.909558,7.768162,1284.500089,0,0.000000,5,
85,166.904713,172,167.737509,16.182081,1283.462868,0,2.087881,5,
86,125.963841,172,127.422804,9.218946,1391.979450,0,24.529488,5,
87,162.089132,172,163.669511,37.660909,1277.525370,0,28.679096,5,
88,172.614686,172,173.858356,11.304779,1237.573753,0,6.493683,5,
89,174.028811,173,175.286572,11.589389,1230.451064,0,0.819238,5,
90,179.748063,173,180.798115,15.152186,1206.889413,0,3.286382,5,
91,179.545321,172,180.820633,11.826847,1205.834047,0,0.112792,4,
92,179.554342,172,180.761331,12.281136,1204.400458,0,0.005024,4,
