582,143.565061,4.617737,,median,185.612764
635,172.829764,1.860732,,mean,181.0435263
636,170.279399,0.402201,,std,16.22149859
639,168.280454,3.471607,,,
640,165.711564,1.748515,,,
641,166.006933,4.019854,,,
642,165.710157,1.870376,,,
647,166.934548,2.382599,,,
648,167.164885,0.010471,,,
649,166.720208,4.291102,,,
653,199.743422,4.855222,,,
681,147.992688,1.180621,,,
694,176.345473,3.756295,,,
700,163.620393,2.976618,,,
703,193.633444,2.817678,,,
704,152.148719,4.531592,,,
709,193.997484,1.477689,,,
712,198.052755,0.260636,,,
713,156.172339,3.942659,,,
716,180.493681,0.415489,,,
717,182.346614,2.665856,,,
731,147.704428,4.186377,,,
735,194.334361,0.161076,,,
749,191.739822,3.077339,,,
752,164.557596,4.435163,,,
786,190.260904,2.35091,,,
800,188.080522,0.671496,,,
801,188.038924,1.112121,,,
814,170.911457,3.97123,,,
816,188.765794,2.842302,,,
832,170.154779,1.187522,,,
855,188.853331,4.699394,,,
857,187.205901,2.191895,,,
892,184.409996,2.242754,,,
1104,191.626832,3.437713,,,
1168,189.110246,2.134198,,,
1170,189.058257,3.707935,,,
1179,179.231971,4.091784,,,
1180,175.059712,3.820379,,,
1182,195.639714,4.837012,,,
1183,194.432495,2.705882,,,
1184,194.948218,0.647611,,,
1195,182.446959,4.514051,,,
1196,180.661167,4.577413,,,
1209,181.460195,3.443586,,,
1210,179.934035,2.131088,,,
1224,195.181416,0.101422,,,
1225,195.67255,1.310092,,,
1226,196.218078,4.476125,,,
1237,182.461634,0.918714,,,
1254,192.056459,1.727266,,,
1270,195.273578,1.315589,,,
1282,188.737297,2.537735,,,
1307,180.077133,0.930949,,,
1342,166.352613,3.578609,,,
1350,197.02378,2.920063,,,
1364,174.633458,3.730636,,,
1370,145.584353,3.718505,,,
1372,155.255806,0.055423,,,
1376,187.481297,4.096723,,,
1392,161.549642,1.028028,,,
1393,177.14424,2.726424,,,
1395,170.355318,1.583213,,,
1397,159.062452,4.995195,,,
1415,167.687079,3.300386,,,
1446,195.901514,1.334596,,,
1463,185.578625,2.874334,,,
1464,183.801036,2.608496,,,
1465,183.801036,2.608496,,,
1475,180.800722,4.875076,,,
1476,177.708284,1.377634,,,
1488,196.498543,4.023032,,,
1494,197.544668,0.853229,,,
1495,176.10094,4.323498,,,
1502,165.566892,4.395285,,,
1506,198.64469,1.779792,,,
1583,194.677227,2.623674,,,
1584,194.931921,0.408723,,,
1585,195.212658,1.803328,,,
1586,189.654045,3.903729,,,
1588,165.556892,1.501051,,,
1592,147.884337,3.949334,,,
1596,144.878299,3.206423,,,
1777,179.781117,4.216366,,,
1779,181.661132,2.132768,,,
1781,185.442818,1.743599,,,
1793,177.062967,1.194515,,,
1795,179.330355,0.791493,,,
1796,179.094088,1.362961,,,
1830,196.907818,1.855641,,,
1831,195.180234,0.313707,,,
1833,198.473802,4.660023,,,
1838,195.933043,2.19866,,,
1839,191.554441,3.462404,,,
1845,198.786313,3.210856,,,
1846,194.500665,0.087403,,,
1847,194.68997,2.037179,,,
1877,197.120696,4.1168,,,
1879,183.113041,1.873332,,,
1882,180.290708,4.520043,,,
1884,180.283812,4.799058,,,
1885,155.045321,4.086504,,,
1886,179.925308,0.806065,,,
1888,180.280321,4.938639,,,
1889,185.646903,3.071383,,,
1892,188.269248,1.181247,,,
1893,188.39664,1.041342,,,
1923,193.038563,0.809986,,,
1955,167.230697,3.815316,,,
1965,166.705802,3.918133,,,
1967,167.501987,3.775543,,,
2007,188.523299,2.129629,,,
2008,190.256987,0.537525,,,
2033,170.509459,3.27605,,,
2049,186.474346,1.622285,,,
2066,152.005266,4.517893,,,
2067,187.836965,0.857523,,,
2068,160.080069,1.72328,,,
2069,187.250739,1.168441,,,
2399,190.359153,3.361423,,,
2400,185.839526,3.397868,,,
2455,185.707686,2.767993,,,
2474,152.263799,2.88667,,,
2475,148.308746,0.843082,,,
2483,180.246667,4.270225,,,
2497,188.894525,1.70123,,,
2525,184.63296,1.797163,,,
2532,181.455236,4.588805,,,
2534,183.312933,2.263884,,,
2544,147.552604,2.78801,,,
2549,177.725217,4.013801,,,
2552,193.252938,1.197853,,,
2569,168.975386,3.672349,,,
2576,194.34512,3.706943,,,
2591,197.869809,3.323238,,,
2594,193.752034,3.639484,,,
2624,197.653995,3.340465,,,
2625,195.994318,1.343632,,,
2627,194.874057,2.850713,,,
2628,190.430981,1.485901,,,
2629,187.374948,0.116959,,,
2634,156.231888,1.634779,,,
2648,182.665128,0.027557,,,
2653,188.54385,1.707283,,,
2655,192.3558,1.270367,,,
2658,195.969179,4.848599,,,
2663,158.839737,4.782238,,,
2730,197.936532,3.569627,,,
2738,199.828168,2.733959,,,
2740,183.778873,4.514414,,,
2741,183.500709,2.374421,,,
2756,179.907219,2.56539,,,
2765,179.383479,1.441147,,,
2766,177.952773,1.15634,,,
2767,177.701918,1.119669,,,
2768,177.701918,1.119669,,,
2782,146.673728,1.901958,,,
2783,146.675813,1.794273,,,
2786,199.506925,4.338413,,,
2795,196.746748,0.154509,,,
2796,197.012178,2.020442,,,
2797,195.676995,4.865449,,,
2798,197.012178,2.020442,,,
2800,195.35838,4.84366,,,
2809,198.156691,1.229078,,,
2810,198.16143,1.370366,,,
2811,198.16143,1.370366,,,
2838,195.660237,3.333771,,,
2839,191.363501,4.453244,,,
2840,191.375343,4.719001,,,
2841,189.659744,4.035742,,,
3031,162.976834,0.937816,,,
3036,159.39927,1.884479,,,
3053,198.932287,2.515919,,,
3055,199.339637,2.323501,,,
3056,199.845336,2.234089,,,
3082,177.708284,1.377634,,,
3084,178.235043,3.169621,,,
3085,172.102721,4.316517,,,
3087,179.903092,2.96173,,,
3095,162.891466,2.380712,,,
3099,190.246492,0.619884,,,
3103,190.851801,3.088929,,,
3104,193.369603,4.181422,,,
3115,197.368912,2.891063,,,
3116,195.809169,2.37844,,,
3118,175.008087,2.014223,,,
3129,154.590542,3.194886,,,
3132,183.747705,2.56839,,,
3133,181.953417,0.627702,,,
3143,169.867949,1.467335,,,
3146,162.924312,0.312123,,,
3147,161.281086,0.727905,,,
3159,149.814566,2.970854,,,
3160,142.311311,2.834343,,,
3162,194.06599,4.980373,,,
3163,195.544276,4.852695,,,
3164,164.712249,4.918498,,,
3165,191.727418,4.553849,,,
3166,192.156732,1.722759,,,
3172,196.984267,4.33199,,,
3173,196.793976,2.33204,,,
3176,192.675827,2.783615,,,
3189,191.794374,2.05655,,,
3190,164.958631,0.841185,,,
3191,193.835714,2.238161,,,
3193,194.862533,0.140999,,,
3194,195.901834,2.498538,,,
3209,191.383625,1.401683,,,
3210,191.27278,0.530313,,,
3223,188.086448,2.668879,,,
3225,187.841775,3.101053,,,
3230,195.4959,0.56643,,,
3242,166.341024,0.899293,,,
3244,193.377675,1.38011,,,
3247,162.97388,0.31785,,,
3276,189.827951,1.270961,,,
3278,191.652993,2.999812,,,
3279,188.057494,3.897842,,,
3281,188.017963,0.460383,,,
3284,184.311859,2.240694,,,
3306,163.56643,2.79517,,,
3335,185.658094,4.391369,,,
3337,190.47065,0.79561,,,
3351,156.645554,2.969086,,,
3353,155.156009,1.382168,,,
3370,181.944016,1.546174,,,
3371,184.335447,0.687246,,,
3389,179.682334,3.003424,,,
3662,182.334739,4.549862,,,
3664,182.497866,3.550286,,,
3718,147.751761,0.637365,,,
3721,142.661032,1.968242,,,
3722,188.19484,0.790602,,,
3739,189.131252,1.62182,,,
3749,167.005553,3.297031,,,
3779,190.31384,3.805953,,,
3780,190.314959,0.346086,,,
3809,142.444934,4.639076,,,
3814,154.9089,1.630325,,,
3816,192.271711,1.083425,,,
3831,196.715636,3.047027,,,
3848,140.771089,2.207685,,,
3892,190.212705,2.926338,,,
3893,192.3558,1.270367,,,
3894,192.3558,1.270367,,,
3908,182.293712,3.620222,,,
3968,197.631231,3.153503,,,
3990,179.154676,3.321206,,,
3991,173.490995,3.016004,,,
3991,177.942101,1.808753,,,
3992,178.228063,3.957839,,,
3993,175.205898,3.468451,,,
3993,176.545966,4.427645,,,
3999,175.144209,2.252761,,,
4019,195.989751,3.580055,,,
4027,195.976512,1.794097,,,
4028,195.760459,4.170492,,,
4029,198.151286,4.803822,,,
4031,198.158503,4.943971,,,
4032,198.158503,4.943971,,,
4074,199.035898,2.910582,,,
4075,199.285885,0.636779,,,
4077,196.587434,2.357932,,,
4078,196.587434,2.357932,,,
4189,148.729536,1.129643,,,
4192,152.668917,4.794619,,,
4195,154.980136,2.798141,,,
4199,199.729855,3.074281,,,
4203,199.448066,0.618259,,,
4204,197.104347,1.56062,,,
4205,196.831469,0.617404,,,
4206,196.831469,0.617404,,,
4207,196.831469,0.617404,,,
4208,196.583667,2.798247,,,
4245,197.803528,4.697316,,,
4246,197.803528,4.697316,,,
4247,199.380699,4.19958,,,
4248,199.099675,2.083772,,,
4249,199.097276,2.228806,,,
4250,176.055268,2.696871,,,
4264,194.999929,0.511174,,,
4271,185.531332,1.254707,,,
4280,182.850378,4.725214,,,
4284,178.88034,3.389092,,,
4305,147.00552,4.987847,,,
4313,195.985439,4.721513,,,
4315,166.645373,4.841712,,,
4318,195.327959,1.180316,,,
4321,175.522045,3.696003,,,
4322,164.146083,2.9222,,,
4334,199.64197,2.574712,,,
4340,140.450158,4.218091,,,
4340,164.994656,4.894939,,,
4344,147.764993,1.914928,,,
4346,149.182876,1.299365,,,
4353,187.730909,3.118665,,,
4355,185.532497,2.612082,,,
4356,185.344039,0.715493,,,
4357,185.176734,1.182509,,,
4358,185.169217,0.899861,,,
4359,185.165425,0.758416,,,
4371,188.860248,4.980967,,,
4372,190.79957,4.781136,,,
4378,197.017533,0.574956,,,
4411,187.768599,0.934914,,,
4412,190.482956,3.109355,,,
4413,188.327997,1.414606,,,
4446,181.700057,2.561318,,,
4450,179.756429,0.063797,,,
4451,156.240235,2.44788,,,
4462,191.008146,3.378761,,,
4467,187.436423,0.356931,,,
4486,147.224618,4.873692,,,
4500,185.411136,3.410814,,,
4507,150.042698,4.817302,,,
4531,153.707668,3.231687,,,
4534,185.244193,3.53756,,,
4537,184.205085,1.792042,,,
4538,182.189001,2.746994,,,
4555,188.599053,0.534467,,,
4917,155.675073,2.537864,,,
4938,187.493669,0.763689,,,
4955,191.723036,1.897147,,,
4962,182.732872,3.997822,,,
4964,182.658117,2.505282,,,
4988,196.030011,2.983043,,,
4989,194.730378,1.299233,,,
5009,158.387167,0.697217,,,
5021,151.848747,0.584384,,,
5028,190.891691,2.06929,,,
5046,190.310494,1.748674,,,
5054,165.794664,3.111182,,,
5061,198.416737,0.065823,,,
5120,199.381055,0.524637,,,
5123,199.041606,4.691041,,,
5129,170.563049,3.314476,,,
5163,174.503629,3.195047,,,
5164,174.503629,3.195047,,,
5166,176.764532,2.393585,,,
5167,176.764532,2.393585,,,
5168,177.055175,4.529206,,,
5201,181.41662,2.663144,,,
5204,199.839444,4.699681,,,
5223,196.179639,4.687742,,,
5224,197.316953,0.408742,,,
5225,197.316953,0.408742,,,
5230,197.989996,0.236925,,,
5244,198.678173,4.662483,,,
5245,197.25045,1.942709,,,
5273,198.03124,3.865555,,,
5274,199.69199,4.550037,,,
5275,199.69199,4.550037,,,
5276,198.269935,1.673788,,,
5279,197.331059,4.019459,,,
5280,193.28759,2.801325,,,
5282,171.658583,4.477907,,,
5286,147.244329,2.852108,,,
5287,171.658583,4.477907,,,
5288,171.903101,2.255006,,,
5290,171.903101,2.255006,,,
5291,147.244329,2.852108,,,
5292,169.490334,1.717381,,,
5293,171.903101,2.255006,,,
5294,151.764665,3.790191,,,
5295,169.237299,3.941325,,,
5296,169.490334,1.717381,,,
5411,152.172096,0.427494,,,
5414,164.648045,3.903287,,,
5429,196.148694,2.836412,,,
5432,198.2649,1.618786,,,
5434,198.552833,4.183381,,,
5435,198.257727,2.045205,,,
5436,197.983214,0.045711,,,
5437,197.983214,0.045711,,,
5453,197.687535,2.09263,,,
5454,199.287441,2.564303,,,
5458,177.06818,2.571492,,,
