108,175.678960,6.774435,1027.522718,0,inf,
111,156.657215,6.754360,1023.486606,0,10.827560,
112,157.553653,5.174107,1015.511605,0,0.572229,
113,160.795342,5.350648,1000.240822,0,2.057514,
114,159.010566,8.184555,1000.443378,0,1.109967,
115,157.264593,14.134041,1001.091648,0,1.098023,
116,155.700869,8.915269,998.422073,0,0.994326,
117,155.669294,10.436432,998.449305,0,0.020280,
118,161.084727,13.050005,977.671280,0,3.478806,
119,158.050066,12.121242,980.560580,0,1.883891,
120,157.911194,14.114769,975.255990,0,0.087866,
121,160.036351,12.406783,967.904881,0,1.345793,
122,159.030055,5.970652,963.483602,0,0.628792,
123,158.948264,13.640630,964.537877,0,0.051431,
124,156.724000,2.476251,964.087558,0,1.399364,
125,159.329659,11.499993,952.446055,0,1.662578,
126,165.362501,12.935946,930.689165,0,3.786390,
127,161.481764,7.756180,930.573476,0,2.346806,
128,161.046408,3.385592,930.699286,0,0.269601,
129,160.674978,2.452610,930.826473,0,0.230636,
130,161.311506,6.796563,924.613730,0,0.396159,
131,161.157878,16.795782,921.494587,0,0.095237,
132,156.323686,19.433301,931.268844,0,2.999662,
133,156.786223,23.644303,930.589275,0,0.295884,
134,156.267060,4.591218,926.285246,0,0.331128,
135,159.318960,3.027236,925.192344,0,1.953003,
136,163.868151,1.581516,911.739479,0,2.855398,
137,160.625593,2.081649,911.910403,0,1.978760,
138,160.218692,15.318773,910.575477,0,0.253323,
139,158.317987,12.666396,911.032300,0,1.186319,
140,162.502326,8.255116,898.265246,0,2.642997,
141,157.579598,2.995900,910.862063,0,3.029328,
142,162.356173,10.353294,898.288438,0,3.031215,
143,162.809106,16.106014,898.209221,0,0.278975,
144,163.127366,18.828319,898.051172,0,0.195481,
145,152.762199,21.826401,924.149143,0,6.354033,
146,156.145022,9.756078,911.458652,0,2.214437,
147,157.455373,2.473729,910.928819,0,0.839188,
148,162.196105,4.621752,898.187117,0,3.010842,
149,162.261266,5.825025,898.314741,0,0.040174,
150,159.579171,14.857838,907.534842,0,1.652948,
151,159.492870,17.783042,901.932956,0,0.054080,
152,162.366327,23.809598,896.218285,0,1.801621,
153,163.518582,10.752746,889.763056,0,0.709664,
154,161.869558,6.703037,890.716612,0,1.008463,
155,161.921540,1.050571,890.672785,0,0.032113,
156,161.726728,14.654725,890.602912,0,0.120313,
157,157.747336,12.924100,898.386609,0,2.460565,
158,157.473527,28.854407,901.493307,0,0.173575,
159,158.971588,32.054498,899.706188,0,0.951310,
160,157.799401,23.641337,900.084784,0,0.737356,
161,157.008556,8.299474,900.547262,0,0.501172,
162,155.901959,25.783913,901.417287,0,0.704800,
163,156.185633,11.607916,897.519678,0,0.181957,
164,168.451620,42.028096,874.981413,0,7.853466,
165,155.381137,18.382095,888.086408,0,7.759191,
166,167.688947,27.247956,874.704861,0,7.921045,
167,165.792765,21.791520,875.264926,0,1.130773,
168,165.601613,8.409173,875.115362,0,0.115296,
169,165.876460,3.083290,874.981433,0,0.165969,
170,161.351136,4.740376,889.785679,0,2.728129,
171,155.444486,4.075799,890.657770,0,3.660743,
172,161.965183,25.207780,876.791187,0,4.194872,
173,162.306933,26.264269,877.627452,0,0.211002,
174,153.268677,16.987115,914.072976,0,5.568620,
175,146.141613,9.854113,920.474994,0,4.650046,
176,159.565254,13.919371,906.961950,0,9.185365,
177,161.078888,5.979127,903.267723,0,0.948599,
178,159.834289,17.084356,912.539240,0,0.772664,
179,160.819542,27.595573,908.657663,0,0.616421,
180,164.965415,30.696160,906.040300,0,2.577966,
181,160.244653,25.145213,908.063708,0,2.861668,
182,163.325336,27.955016,906.548966,0,1.922487,
183,158.607510,17.647958,911.842919,0,2.888606,
184,160.410522,11.092022,909.140162,0,1.136776,
185,161.698931,7.908633,909.940009,0,0.803195,
186,159.172837,3.323475,909.041781,0,1.562220,
187,163.097768,10.205429,907.493330,0,2.465829,
188,156.895442,31.912113,910.974398,0,3.802827,
189,163.840106,17.505997,912.425410,0,4.426301,
190,139.954372,19.226437,970.565108,0,14.578686,
191,143.146536,19.685170,949.391300,0,2.280861,
192,127.481039,15.662063,953.149626,0,10.943679,
193,136.109274,30.664336,922.284426,0,6.768250,
194,133.801070,43.879951,919.363224,0,1.695847,
232,92.613867,12.707662,826.026329,0,30.782416,
233,115.007312,11.303566,814.381993,0,24.179365,
236,130.992771,10.524505,788.786724,0,13.899515,
237,125.171068,13.688674,799.200418,0,4.444293,
238,131.844030,16.728459,781.283313,0,5.331073,
239,129.554792,14.092924,780.484963,0,1.736323,
240,121.022609,17.958847,795.980069,0,6.585772,
241,122.029685,10.816134,786.080467,0,0.832139,
242,100.132686,10.310476,793.081557,0,17.943994,
243,103.663061,14.780519,789.439815,0,3.525697,
244,115.107250,23.276334,782.684242,0,11.039794,
245,124.122533,20.782276,776.948460,0,7.832073,
246,125.868435,16.764753,768.019515,0,1.406595,
247,128.149694,6.621635,762.579188,0,1.812416,
248,129.806107,4.194082,759.279976,0,1.292561,
249,130.449686,9.586370,758.366320,0,0.495800,
250,132.092189,6.910983,753.835078,0,1.259109,
251,130.387441,13.082582,753.170140,0,1.290575,
252,130.390876,15.011650,751.662476,0,0.002634,
253,131.871838,25.083324,751.732547,0,1.135787,
254,137.143194,15.090527,740.986596,0,3.997332,
255,138.409917,15.165131,740.386601,0,0.923650,
256,142.332343,18.418165,737.340178,0,2.833920,
257,136.865081,0.634449,736.432054,1,3.841194,
258,137.838835,24.389689,737.774232,0,0.711470,
259,139.151118,22.874681,735.206606,0,0.952042,
260,141.724108,21.394699,732.162542,0,1.849062,
261,143.262272,0.681178,726.001374,1,1.085323,
262,143.065745,16.842463,727.526611,0,0.137180,
263,143.111440,15.208891,726.139973,0,0.031940,
264,142.286239,20.807695,726.735729,0,0.576614,
265,143.768817,30.982613,726.547574,0,1.041968,
266,142.258724,2.910702,722.053425,0,1.050361,
267,142.009194,2.664962,722.084665,0,0.175406,
268,142.075039,9.447499,722.134664,0,0.046367,
269,147.781249,26.271155,719.722767,0,4.016335,
270,147.594573,25.071791,719.676127,0,0.126319,
271,149.746171,22.691688,718.388129,0,1.457776,
272,145.134997,13.928625,719.551164,0,3.079327,
273,143.197230,18.115571,720.388291,0,1.335148,
274,143.527077,5.703488,719.557911,0,0.230345,
275,145.430972,13.555619,718.785906,0,1.326506,
276,143.442885,1.351307,719.654668,0,1.367032,
277,144.127946,11.540144,719.454235,0,0.477585,
278,143.828418,18.343731,719.796243,0,0.207821,
279,143.947325,25.076830,720.049140,0,0.082673,
280,143.574323,28.280759,720.478776,0,0.259124,
281,138.263334,4.372764,724.177308,0,3.699122,
282,138.622383,3.549129,723.997508,0,0.259685,
283,139.373471,10.325063,723.733612,0,0.541823,
284,147.462781,20.032260,720.425115,0,5.804053,
285,147.225987,18.839770,720.594574,0,0.160579,
286,145.326414,15.305844,721.697688,0,1.290243,
287,142.250372,11.746692,723.514993,0,2.116643,
288,142.581497,19.082066,724.555625,0,0.232776,
289,141.298188,3.246895,727.470326,0,0.900053,
290,151.272374,17.217781,723.360935,0,7.058962,
291,152.021582,14.790678,723.288570,0,0.495271,
292,150.558322,13.673257,724.119566,0,0.962534,
293,146.843501,13.794044,726.043150,0,2.467364,
294,144.732669,19.985483,728.912505,0,1.437470,
295,143.814210,20.943477,729.980220,0,0.634590,
296,140.172438,8.902875,738.729271,0,2.532275,
297,146.575470,21.001101,731.213727,0,4.567968,
298,143.836531,1.902869,737.202042,0,1.868620,
299,145.795906,2.295499,739.304263,0,1.362223,
300,149.420937,11.259987,735.525024,0,2.486374,
301,148.720940,0.597649,738.816065,1,0.468473,
302,150.579772,4.356873,739.757883,0,1.249879,
303,153.064392,4.613318,738.935165,0,1.650036,
304,161.399438,11.186602,738.998948,0,5.445451,
305,163.915083,5.263981,738.761277,0,1.558646,
306,168.934321,7.733865,735.403746,0,3.062097,
307,169.606977,1.972574,733.466772,0,0.398175,
308,170.248622,2.322157,733.190164,0,0.378313,
