2,21.173888,4.662427,
3,4.303659,0.952514,
3,29.416296,2.661403,
4,26.140132,9.489473,
5,26.140132,9.489473,
6,21.973124,8.559667,
7,12.804427,2.819532,
8,12.804427,2.819532,
9,0.000000,0.000000,
9,12.804427,2.819532,
10,17.062274,3.757062,
11,17.062274,3.757062,
12,12.890432,2.838435,
13,8.598807,1.893455,
14,8.598807,1.893455,
23,0.000000,0.000000,
23,8.598807,1.893455,
24,0.000000,0.000000,
24,9.111820,2.068247,
25,0.000000,0.000000,
25,0.000000,0.000000,
26,8.541437,1.880846,
27,8.541437,1.880846,
28,12.719671,2.800903,
29,8.541437,1.880846,
30,8.541437,1.880846,
32,8.541437,1.880846,
33,12.961998,1.094151,
34,8.541437,1.880846,
35,8.541437,1.880846,
59,8.541437,1.880846,
66,8.541437,1.880846,
