582,143.565061,4.617737,
583,154.818079,5.073442,
632,172.706106,5.177561,
634,171.948333,7.201115,
635,172.829764,1.860732,
636,170.279399,0.402201,
637,168.907245,8.422091,
639,168.280454,3.471607,
640,165.711564,1.748515,
641,166.006933,4.019854,
642,165.710157,1.870376,
645,164.811706,6.633730,
646,164.656201,8.678819,
647,166.934548,2.382599,
648,167.164885,0.010471,
649,166.720208,4.291102,
650,170.100896,9.006945,
651,198.573204,9.399775,
653,199.743422,4.855222,
666,147.457370,6.938226,
680,199.075774,7.960423,
681,147.992688,1.180621,
694,176.345473,3.756295,
700,163.620393,2.976618,
703,193.633444,2.817678,
704,152.148719,4.531592,
709,193.997484,1.477689,
710,196.674488,6.264101,
712,198.052755,0.260636,
713,156.172339,3.942659,
713,179.830932,9.801606,
714,181.048247,5.148282,
715,181.045776,5.288173,
716,180.493681,0.415489,
717,182.346614,2.665856,
731,147.704428,4.186377,
732,189.278146,8.394810,
734,191.153366,9.887180,
735,194.334361,0.161076,
736,196.365643,8.135060,
748,192.045800,6.730523,
749,191.739822,3.077339,
752,164.557596,4.435163,
754,191.277810,7.749567,
784,190.645602,9.343813,
785,190.532412,7.447262,
786,190.260904,2.350910,
787,188.401333,6.809320,
797,188.363617,9.423380,
800,188.080522,0.671496,
801,188.038924,1.112121,
803,190.610776,9.673266,
804,193.195727,7.746122,
814,170.911457,3.971230,
816,188.765794,2.842302,
819,188.949848,5.422240,
821,171.016640,7.847933,
822,164.776098,8.985003,
832,170.154779,1.187522,
833,186.545124,6.083773,
838,192.329736,6.625002,
839,194.564346,7.615594,
840,193.794503,9.434607,
853,186.990625,9.760431,
854,188.730820,8.069159,
855,188.853331,4.699394,
857,187.205901,2.191895,
892,184.409996,2.242754,
893,182.169783,7.472821,
1104,191.626832,3.437713,
1105,188.825594,7.064927,
1142,196.075050,5.845787,
1143,192.299677,6.868611,
1168,189.110246,2.134198,
1170,189.058257,3.707935,
1171,189.021383,5.282707,
1179,179.231971,4.091784,
1180,175.059712,3.820379,
1181,195.158036,6.867933,
1182,195.639714,4.837012,
